NBAName,NBABirthDate,NBAID,NBALinks,BBRefName,BBRefID,BBRefBirthDate,BBRefLink,NUMBER,POSITION,HEIGHT,WEIGHT,LAST ATTENDED,COUNTRY
John Long,8/28/1956,1381,https://www.nba.com/stats/player/1381/career/,John Long,longjo01,8/28/1956,https://www.basketball-reference.com/players/l/longjo01.html,25,G,6'5,200 lbs,Detroit,USA
John Lucas,10/31/1953,77419,https://www.nba.com/stats/player/77419/career/,John Lucas,lucasjo01,10/31/1953,https://www.basketball-reference.com/players/l/lucasjo01.html,10,G,6'3,175 lbs,Maryland,USA
John Lucas III,11/21/1982,101249,https://www.nba.com/stats/player/101249/career/,John Lucas III,lucasjo02,11/21/1982,https://www.basketball-reference.com/players/l/lucasjo02.html,9,G,5'11,166 lbs,Oklahoma State,USA
John Mahnken,6/16/1922,77443,https://www.nba.com/stats/player/77443/career/,John Mahnken,mahnkjo01,6/16/1922,https://www.basketball-reference.com/players/m/mahnkjo01.html,16,C,6'8,220 lbs,Georgetown,USA
John Mandic,10/3/1919,77452,https://www.nba.com/stats/player/77452/career/,John Mandic,mandijo01,10/3/1919,https://www.basketball-reference.com/players/m/mandijo01.html,,F,6'4,205 lbs,Oregon State,USA
John McConathy,4/9/1930,77513,https://www.nba.com/stats/player/77513/career/,John McConathy,mcconjo01,4/9/1930,https://www.basketball-reference.com/players/m/mcconjo01.html,15,F,6'5,195 lbs,Northwestern State,USA
John McCullough,10/5/1956,77520,https://www.nba.com/stats/player/77520/career/,John McCullough,mcculjo01,10/5/1956,https://www.basketball-reference.com/players/m/mcculjo01.html,8,G,6'4,190 lbs,Oklahoma,USA
John Mengelt,10/16/1949,77580,https://www.nba.com/stats/player/77580/career/,John Mengelt,mengejo01,10/16/1949,https://www.basketball-reference.com/players/m/mengejo01.html,15,G,6'2,195 lbs,Auburn,USA
John Mills,9/7/1919,77606,https://www.nba.com/stats/player/77606/career/,,,,,,C,6'8,203 lbs,Western Kentucky,USA
John Morton,5/18/1967,1972,https://www.nba.com/stats/player/1972/career/,John Morton,mortojo01,5/18/1967,https://www.basketball-reference.com/players/m/mortojo01.html,23,F,6'3,180 lbs,Seton Hall,USA
John Murphy,9/13/1924,77671,https://www.nba.com/stats/player/77671/career/,,,,,12,F,6'2,175 lbs,Simon Gratz HS (PA),USA
John Niemiera,5/26/1921,77717,https://www.nba.com/stats/player/77717/career/,Richie Niemiera,niemiri01,5/26/1921,https://www.basketball-reference.com/players/n/niemiri01.html,23,G,6'1,165 lbs,Notre Dame,USA
John O'Boyle,3/7/1928,77742,https://www.nba.com/stats/player/77742/career/,John O'Boyle,oboyljo01,3/7/1928,https://www.basketball-reference.com/players/o/oboyljo01.html,3,G,6'2,185 lbs,Colorado State,USA
John Olive,3/1/1955,77760,https://www.nba.com/stats/player/77760/career/,John Olive,olivejo01,3/1/1955,https://www.basketball-reference.com/players/o/olivejo01.html,40,F,6'7,210 lbs,Villanova,USA
John Palmer,9/14/1921,77793,https://www.nba.com/stats/player/77793/career/,,,,,16,F,6'4,180 lbs,Princeton,USA
John Paxson,9/29/1960,77820,https://www.nba.com/stats/player/77820/career/,John Paxson,paxsojo01,9/29/1960,https://www.basketball-reference.com/players/p/paxsojo01.html,5,G,6'2,185 lbs,Notre Dame,USA
John Pilch,7/11/1925,77859,https://www.nba.com/stats/player/77859/career/,John Pilch,pilchjo01,7/11/1925,https://www.basketball-reference.com/players/p/pilchjo01.html,,F,6'3,185 lbs,Wyoming,USA
John Pinone,2/19/1961,77861,https://www.nba.com/stats/player/77861/career/,John Pinone,pinonjo01,2/19/1961,https://www.basketball-reference.com/players/p/pinonjo01.html,33,F,6'8,230 lbs,Villanova,USA
John Pritchard,1/23/1927,77887,https://www.nba.com/stats/player/77887/career/,John Pritchard,pritcjo01,1/23/1927,https://www.basketball-reference.com/players/p/pritcjo01.html,,C,6'9,220 lbs,Drake,USA
John Rennicke,8/11/1929,77941,https://www.nba.com/stats/player/77941/career/,John Rennicke,rennijo01,8/11/1929,https://www.basketball-reference.com/players/r/rennijo01.html,,G,6'2,185 lbs,Drake,USA
John Richter,3/12/1937,77954,https://www.nba.com/stats/player/77954/career/,John Richter,richtjo01,3/12/1937,https://www.basketball-reference.com/players/r/richtjo01.html,16,F,6'9,225 lbs,North Carolina State,USA
John Roche,9/26/1949,78000,https://www.nba.com/stats/player/78000/career/,John Roche,rochejo01,9/26/1949,https://www.basketball-reference.com/players/r/rochejo01.html,10,G,6'3,170 lbs,South Carolina,USA
John Rudd,8/7/1955,78036,https://www.nba.com/stats/player/78036/career/,John Rudd,ruddjo01,8/7/1955,https://www.basketball-reference.com/players/r/ruddjo01.html,52,F,6'7,230 lbs,McNeese State,USA
John Rudometkin,6/6/1940,78037,https://www.nba.com/stats/player/78037/career/,John Rudometkin,rudomjo01,6/6/1940,https://www.basketball-reference.com/players/r/rudomjo01.html,34,F,6'6,205 lbs,Southern California,USA
John Salley,5/16/1964,927,https://www.nba.com/stats/player/927/career/,John Salley,sallejo01,5/16/1964,https://www.basketball-reference.com/players/s/sallejo01.html,16,C-F,6'11,255 lbs,Georgia Tech,USA
John Salmons,12/12/1979,2422,https://www.nba.com/stats/player/2422/career/,John Salmons,salmojo01,12/12/1979,https://www.basketball-reference.com/players/s/salmojo01.html,25,F-G,6'6,207 lbs,Miami,USA
John Schweitz,4/19/1960,78093,https://www.nba.com/stats/player/78093/career/,John Schweitz,schwejo01,4/19/1960,https://www.basketball-reference.com/players/s/schwejo01.html,35,G,6'6,210 lbs,Richmond,USA
John Shasky,7/31/1964,1117,https://www.nba.com/stats/player/1117/career/,John Shasky,shaskjo01,7/31/1964,https://www.basketball-reference.com/players/s/shaskjo01.html,55,C,6'11,235 lbs,Minnesota,USA
John Shumate,4/6/1952,78143,https://www.nba.com/stats/player/78143/career/,John Shumate,shumajo01,4/6/1952,https://www.basketball-reference.com/players/s/shumajo01.html,34,F,6'9,235 lbs,Notre Dame,USA
John Starks,8/10/1965,317,https://www.nba.com/stats/player/317/career/,John Starks,starkjo01,8/10/1965,https://www.basketball-reference.com/players/s/starkjo01.html,9,G,6'5,190 lbs,Oklahoma State,USA
John Stockton,3/26/1962,304,https://www.nba.com/stats/player/304/career/,John Stockton,stockjo01,3/26/1962,https://www.basketball-reference.com/players/s/stockjo01.html,12,G,6'1,175 lbs,Gonzaga,USA
John Stroeder,7/24/1958,78271,https://www.nba.com/stats/player/78271/career/,John Stroeder,stroejo01,7/24/1958,https://www.basketball-reference.com/players/s/stroejo01.html,25,F,6'10,260 lbs,Montana,USA
John Stroud,10/29/1957,78274,https://www.nba.com/stats/player/78274/career/,John Stroud,stroujo01,10/29/1957,https://www.basketball-reference.com/players/s/stroujo01.html,42,F,6'7,215 lbs,Mississippi,USA
John Thomas,9/8/1975,1519,https://www.nba.com/stats/player/1519/career/,John Thomas,thomajo02,9/8/1975,https://www.basketball-reference.com/players/t/thomajo02.html,41,C,6'9,265 lbs,Minnesota,USA
John Thompson,9/2/1941,78328,https://www.nba.com/stats/player/78328/career/,John Thompson,thompjo01,9/2/1941,https://www.basketball-reference.com/players/t/thompjo01.html,5,F,6'10,225 lbs,Providence,USA
John Trapp,10/2/1945,78367,https://www.nba.com/stats/player/78367/career/,John Trapp,trappjo01,10/2/1945,https://www.basketball-reference.com/players/t/trappjo01.html,31,F,6'7,210 lbs,UNLV,USA
John Tresvant,11/6/1939,78651,https://www.nba.com/stats/player/78651/career/,John Tresvant,tresvjo01,11/6/1939,https://www.basketball-reference.com/players/t/tresvjo01.html,12,F,6'7,215 lbs,Seattle,USA
John Tschogl,4/25/1950,78370,https://www.nba.com/stats/player/78370/career/,John Tschogl,tschojo01,4/25/1950,https://www.basketball-reference.com/players/t/tschojo01.html,26,F,6'6,206 lbs,California-Santa Barbara,USA
John Turner,11/30/1967,1819,https://www.nba.com/stats/player/1819/career/,John Turner,turnejo01,11/30/1967,https://www.basketball-reference.com/players/t/turnejo01.html,40,F,6'8,245 lbs,Phillips,USA
John Vallely,10/3/1948,78397,https://www.nba.com/stats/player/78397/career/,John Vallely,vallejo01,10/3/1948,https://www.basketball-reference.com/players/v/vallejo01.html,33,G,6'3,185 lbs,UCLA,USA
John W. Hazen,3/2/1927,76982,https://www.nba.com/stats/player/76982/career/,,,,,10-Mar,G,6'2,172 lbs,Indiana State,USA
John Wall,9/6/1990,202322,https://www.nba.com/stats/player/202322/career/,John Wall,walljo01,9/6/1990,https://www.basketball-reference.com/players/w/walljo01.html,1,G,6'3,210 lbs,Kentucky,USA
John Wallace,2/9/1974,961,https://www.nba.com/stats/player/961/career/,John Wallace,wallajo01,2/9/1974,https://www.basketball-reference.com/players/w/wallajo01.html,22,F,6'9,225 lbs,Syracuse,USA
John Wetzel,10/22/1944,78501,https://www.nba.com/stats/player/78501/career/,John Wetzel,wetzejo01,10/22/1944,https://www.basketball-reference.com/players/w/wetzejo01.html,25,G,6'5,190 lbs,Virginia Tech,USA
John Williams,10/26/1966,78554,https://www.nba.com/stats/player/78554/career/,John Williams,willijo02,10/26/1966,https://www.basketball-reference.com/players/w/willijo02.html,24,F,6'8,235 lbs,Louisiana State,USA
John Williamson,11/10/1951,78575,https://www.nba.com/stats/player/78575/career/,John Williamson,willijo01,11/10/1951,https://www.basketball-reference.com/players/w/willijo01.html,23,G,6'2,185 lbs,New Mexico State,USA
John Windsor,4/3/1940,78591,https://www.nba.com/stats/player/78591/career/,John Windsor,windsjo01,4/3/1940,https://www.basketball-reference.com/players/w/windsjo01.html,15,F,6'8,215 lbs,Stanford,USA
Johnathan Motley,5/4/1995,1628405,https://www.nba.com/stats/player/1628405/career/,Johnathan Motley,motlejo01,5/4/1995,https://www.basketball-reference.com/players/m/motlejo01.html,15,F,6'8,230 lbs,Baylor,USA
Johnathan Williams,5/22/1995,1629140,https://www.nba.com/stats/player/1629140/career/,Johnathan Williams,willijo04,5/22/1995,https://www.basketball-reference.com/players/w/willijo04.html,19,F,6'9,228 lbs,Gonzaga,USA
Johnny Bach,7/10/1924,76080,https://www.nba.com/stats/player/76080/career/,,,,,17,F,6'2,180 lbs,Fordham,USA
Johnny Baum,6/17/1946,76125,https://www.nba.com/stats/player/76125/career/,Johnny Baum,baumjo01,6/17/1946,https://www.basketball-reference.com/players/b/baumjo01.html,14,F,6'5,200 lbs,Temple,USA
Johnny Cox,11/1/1936,76464,https://www.nba.com/stats/player/76464/career/,Johnny Cox,coxjo01,11/1/1936,https://www.basketball-reference.com/players/c/coxjo01.html,25,G,6'4,180 lbs,Kentucky,USA
Johnny Davis,10/21/1955,76526,https://www.nba.com/stats/player/76526/career/,Johnny Davis,davisjo01,10/21/1955,https://www.basketball-reference.com/players/d/davisjo01.html,16,G,6'2,170 lbs,Dayton,USA
Johnny Dawkins,9/28/1963,1008,https://www.nba.com/stats/player/1008/career/,Johnny Dawkins,dawkijo01,9/28/1963,https://www.basketball-reference.com/players/d/dawkijo01.html,12,G,6'2,165 lbs,Duke,USA
Johnny Egan,1/31/1939,76647,https://www.nba.com/stats/player/76647/career/,Johnny Egan,eganjo01,1/31/1939,https://www.basketball-reference.com/players/e/eganjo01.html,21,G,6'1,180 lbs,Providence,USA
Johnny Ezersky,4/4/1905,76689,https://www.nba.com/stats/player/76689/career/,Johnny Ezersky,ezersjo01,3/21/1922,https://www.basketball-reference.com/players/e/ezersjo01.html,10,F-G,6'3,175 lbs,Rhode Island,USA
Johnny Green,12/8/1933,76867,https://www.nba.com/stats/player/76867/career/,Johnny Green,greenjo01,12/8/1933,https://www.basketball-reference.com/players/g/greenjo01.html,20,F,6'5,200 lbs,Michigan State,USA
Johnny High,4/25/1957,77022,https://www.nba.com/stats/player/77022/career/,Johnny High,highjo01,4/25/1957,https://www.basketball-reference.com/players/h/highjo01.html,11,G,6'3,185 lbs,Nevada-Reno,USA
Johnny Horan,11/24/1932,77055,https://www.nba.com/stats/player/77055/career/,Johnny Horan,horanjo01,11/24/1932,https://www.basketball-reference.com/players/h/horanjo01.html,,F,6'8,190 lbs,Dayton,USA
Johnny Jones,3/12/1943,77187,https://www.nba.com/stats/player/77187/career/,Johnny Jones,jonesjo01,3/12/1943,https://www.basketball-reference.com/players/j/jonesjo01.html,27,F,6'7,205 lbs,California State-Los Angeles,USA
Johnny Jorgensen,12/28/1921,77211,https://www.nba.com/stats/player/77211/career/,,,,,16,G,6'2,185 lbs,DePaul,USA
Johnny Kerr,8/17/1932,77248,https://www.nba.com/stats/player/77248/career/,Red Kerr,kerrre01,7/17/1932,https://www.basketball-reference.com/players/k/kerrre01.html,43,C,6'9,230 lbs,Illinois,USA
Johnny Logan,1/1/1921,77403,https://www.nba.com/stats/player/77403/career/,John Logan,loganjo01,1/1/1921,https://www.basketball-reference.com/players/l/loganjo01.html,17,G,6'2,175 lbs,Indiana,USA
Johnny Macknowski,1/7/1923,77436,https://www.nba.com/stats/player/77436/career/,Johnny Macknowski,macknjo01,1/7/1923,https://www.basketball-reference.com/players/m/macknjo01.html,5,G,6'1,180 lbs,Seton Hall,USA
Johnny McCarthy,4/25/1934,77506,https://www.nba.com/stats/player/77506/career/,Johnny McCarthy,mccarjo01,4/25/1934,https://www.basketball-reference.com/players/m/mccarjo01.html,21,G,6'1,185 lbs,Canisius,USA
Johnny Moore,3/3/1958,77633,https://www.nba.com/stats/player/77633/career/,Johnny Moore,moorejo01,3/3/1958,https://www.basketball-reference.com/players/m/moorejo01.html,0,G,6'1,175 lbs,Texas-Austin,USA
Johnny Neumann,9/11/1951,77705,https://www.nba.com/stats/player/77705/career/,Johnny Neumann,neumajo01,9/11/1951,https://www.basketball-reference.com/players/n/neumajo01.html,21,G,6'6,200 lbs,Mississippi,USA
Johnny Newman,11/28/1963,271,https://www.nba.com/stats/player/271/career/,Johnny Newman,newmajo01,11/28/1963,https://www.basketball-reference.com/players/n/newmajo01.html,2,F,6'7,210 lbs,Richmond,USA
Johnny Norlander,3/5/1921,77728,https://www.nba.com/stats/player/77728/career/,Johnny Norlander,norlajo01,3/5/1921,https://www.basketball-reference.com/players/n/norlajo01.html,,F,6'3,180 lbs,Hamline,USA
Johnny O'Bryant III,6/1/1993,203948,https://www.nba.com/stats/player/203948/career/,Johnny O'Bryant,obryajo01,6/1/1993,https://www.basketball-reference.com/players/o/obryajo01.html,8,F-C,6'9,257 lbs,Louisiana State,USA
Johnny Oldham,6/22/1923,77758,https://www.nba.com/stats/player/77758/career/,John Oldham,oldhajo01,6/22/1923,https://www.basketball-reference.com/players/o/oldhajo01.html,4,G,6'3,175 lbs,Western Kentucky,USA
Johnny Orr,6/10/1927,77769,https://www.nba.com/stats/player/77769/career/,Johnny Orr,orrjo01,6/10/1927,https://www.basketball-reference.com/players/o/orrjo01.html,,,,,Beloit,USA
Johnny Payak,11/20/1926,77821,https://www.nba.com/stats/player/77821/career/,Johnny Payak,payakjo01,11/20/1926,https://www.basketball-reference.com/players/p/payakjo01.html,6,G,6'4,174 lbs,Bowling Green,USA
Johnny Rogers,12/30/1963,78007,https://www.nba.com/stats/player/78007/career/,Johnny Rogers,rogerjo01,12/30/1963,https://www.basketball-reference.com/players/r/rogerjo01.html,32,F,6'10,225 lbs,California-Irvine,USA
Johnny Simmons,7/7/1924,78154,https://www.nba.com/stats/player/78154/career/,,,,,6,G,6'1,184 lbs,New York University,USA
Johnny Taylor,6/4/1974,1511,https://www.nba.com/stats/player/1511/career/,Johnny Taylor,taylojo01,6/4/1974,https://www.basketball-reference.com/players/t/taylojo01.html,23,F,6'9,220 lbs,Tennessee-Chattanooga,USA
Johnny Warren,7/7/1947,78461,https://www.nba.com/stats/player/78461/career/,John Warren,warrejo01,7/7/1947,https://www.basketball-reference.com/players/w/warrejo01.html,,G,6'3,180 lbs,St. John's,USA
Jojo English,2/4/1970,76676,https://www.nba.com/stats/player/76676/career/,Jo Jo English,englijo01,2/4/1970,https://www.basketball-reference.com/players/e/englijo01.html,3,G,6'4,195 lbs,South Carolina,USA
Jojo White,11/16/1946,78510,https://www.nba.com/stats/player/78510/career/,Jo Jo White,whitejo01,11/16/1946,https://www.basketball-reference.com/players/w/whitejo01.html,10,G,6'3,190 lbs,Kansas,USA
Jon Barry,7/25/1969,468,https://www.nba.com/stats/player/468/career/,Jon Barry,barryjo01,7/25/1969,https://www.basketball-reference.com/players/b/barryjo01.html,20,G,6'5,210 lbs,Georgia Tech,USA
Jon Brockman,3/20/1987,201972,https://www.nba.com/stats/player/201972/career/,Jon Brockman,brockjo01,3/20/1987,https://www.basketball-reference.com/players/b/brockjo01.html,40,F,6'7,255 lbs,Washington,USA
Jon Koncak,5/17/1963,402,https://www.nba.com/stats/player/402/career/,Jon Koncak,koncajo01,5/17/1963,https://www.basketball-reference.com/players/k/koncajo01.html,45,C,7'1,250 lbs,Southern Methodist,USA
Jon Leuer,5/14/1989,202720,https://www.nba.com/stats/player/202720/career/,Jon Leuer,leuerjo01,5/14/1989,https://www.basketball-reference.com/players/l/leuerjo01.html,30,F,6'10,228 lbs,Wisconsin,USA
Jon McGlocklin,6/10/1943,77533,https://www.nba.com/stats/player/77533/career/,Jon McGlocklin,mcglojo01,6/10/1943,https://www.basketball-reference.com/players/m/mcglojo01.html,14,G,6'5,205 lbs,Indiana,USA
Jon Sundvold,7/2/1961,78279,https://www.nba.com/stats/player/78279/career/,Jon Sundvold,sundvjo01,7/2/1961,https://www.basketball-reference.com/players/s/sundvjo01.html,20,G,6'2,170 lbs,Missouri,USA
Jonah Bolden,1/2/1996,1628413,https://www.nba.com/stats/player/1628413/career/,Jonah Bolden,boldejo01,1/2/1996,https://www.basketball-reference.com/players/b/boldejo01.html,43,F,6'10,220 lbs,UCLA,Australia
Jonas Jerebko,3/2/1987,201973,https://www.nba.com/stats/player/201973/career/,Jonas Jerebko,jerebjo01,3/2/1987,https://www.basketball-reference.com/players/j/jerebjo01.html,21,F,6'10,231 lbs,,Sweden
Jonas Valanciunas,5/6/1992,202685,https://www.nba.com/stats/player/202685/career/,Jonas Valanciunas,valanjo01,5/6/1992,https://www.basketball-reference.com/players/v/valanjo01.html,17,C,6'11,265 lbs,Lietuvos rytas Vilnius,Lithuania
Jonathan Bender,1/30/1981,1886,https://www.nba.com/stats/player/1886/career/,Jonathan Bender,bendejo01,1/30/1981,https://www.basketball-reference.com/players/b/bendejo01.html,9,F,7'1,230 lbs,Picayune HS (MS),USA
Jonathan Gibson,11/8/1987,1626780,https://www.nba.com/stats/player/1626780/career/,Jonathan Gibson,gibsojo01,11/8/1987,https://www.basketball-reference.com/players/g/gibsojo01.html,3,G,6'2,185 lbs,New Mexico State,USA
Jonathan Isaac,10/3/1997,1628371,https://www.nba.com/stats/player/1628371/career/,Jonathan Isaac,isaacjo01,10/3/1997,https://www.basketball-reference.com/players/i/isaacjo01.html,1,F,6'11,230 lbs,Florida State,USA
Jonathan Kerner,6/6/1974,1801,https://www.nba.com/stats/player/1801/career/,Jonathan Kerner,kernejo01,6/6/1974,https://www.basketball-reference.com/players/k/kernejo01.html,44,C,6'11,245 lbs,East Carolina,USA
Jonathon Simmons,9/14/1989,203613,https://www.nba.com/stats/player/203613/career/,Jonathon Simmons,simmojo02,9/14/1989,https://www.basketball-reference.com/players/s/simmojo02.html,14,F,6'6,195 lbs,Houston,USA
Jonny Flynn,2/6/1989,201938,https://www.nba.com/stats/player/201938/career/,Jonny Flynn,flynnjo01,2/6/1989,https://www.basketball-reference.com/players/f/flynnjo01.html,3,G,6'1,185 lbs,Syracuse,USA
