Date,Team,Acquired,Relinquished,Notes
12/11/2019,Bulls,,Max Strus,placed on IL
12/11/2019,Celtics,Romeo Langford,,activated from IL
12/11/2019,Grizzlies,,Grayson Allen,placed on IL with sore right ankle
12/11/2019,Grizzlies,Brandon Clarke,,activated from IL
12/11/2019,Grizzlies,Kyle Anderson,,activated from IL
12/11/2019,Hornets,,Nicolas Batum,placed on IL with left hand injury
12/11/2019,Kings,Marvin Bagley III,,activated from IL
12/11/2019,Lakers,,Kyle Kuzma,placed on IL with sprained left ankle
12/11/2019,Lakers,Avery Bradley,,activated from IL
12/11/2019,Magic,,Markelle Fultz,placed on IL with illness
12/11/2019,Nets,,Nicolas Claxton,placed on IL with left hamstring injury
12/11/2019,Raptors,,Fred VanVleet,placed on IL with bruised right knee
12/11/2019,Raptors,Patrick McCaw,,activated from IL
12/11/2019,Rockets,,Austin Rivers,placed on IL with flu
12/11/2019,Thunder,Danilo Gallinari,,activated from IL
12/11/2019,Timberwolves,,Keita Bates-Diop,placed on IL with illness
12/11/2019,Warriors,Damion Lee,,activated from IL
12/12/2019,Bucks,,Kyle Korver,placed on IL with sore back
12/12/2019,Nuggets,,Vlatko Cancar,placed on IL
12/13/2019,76ers,,Al Horford,placed on IL with sore left knee
12/13/2019,Bucks,Giannis Antetokounmpo,,activated from IL
12/13/2019,Clippers,,Patrick Beverley,placed on IL with concussion
12/13/2019,Clippers,Rodney McGruder,,activated from IL
12/13/2019,Grizzlies,,Ja Morant,placed on IL with back injury
12/13/2019,Jazz,,Tony Bradley,placed on IL with illness
12/13/2019,Knicks,,Allonzo Trier,placed on IL with concussion
12/13/2019,Lakers,Rajon Rondo,,activated from IL
12/13/2019,Magic,Markelle Fultz,,activated from IL
12/13/2019,Pelicans,Derrick Favors,,activated from IL
12/13/2019,Rockets,Austin Rivers,,activated from IL
12/13/2019,Timberwolves,Keita Bates-Diop,,activated from IL
12/13/2019,Warriors,,Draymond Green,placed on IL
12/14/2019,Bucks,,Eric Bledsoe,placed on IL with right fibula injury
12/14/2019,Bucks,Frank Mason,,activated from IL
12/14/2019,Bucks,Kyle Korver,,activated from IL
12/14/2019,Bulls,Cristiano Felicio,,activated from IL
12/14/2019,Clippers,,Kawhi Leonard,placed on IL
12/14/2019,Clippers,Landry Shamet,,activated from IL
12/14/2019,Grizzlies,Ja Morant,,activated from IL
12/14/2019,Mavericks,,Ryan Broekhoff,placed on IL
12/14/2019,Mavericks,Delon Wright,,activated from IL
12/14/2019,Nuggets,,Paul Millsap,placed on IL with strained right quadriceps
12/14/2019,Nuggets,Vlatko Cancar,,activated from IL
12/14/2019,Thunder,,Russell Westbrook,placed on IL
12/15/2019,76ers,,Joel Embiid,placed on IL with illness
12/15/2019,76ers,Al Horford,,activated from IL
12/15/2019,Nuggets,,Vlatko Cancar,placed on IL
12/15/2019,Rockets,Tyson Chandler,,activated from IL
12/15/2019,Warriors,,Eric Paschall,placed on IL with sore left hip
12/15/2019,Warriors,Draymond Green,,activated from IL
12/16/2019,Bucks,,Frank Mason,placed on IL
12/16/2019,Jazz,Tony Bradley,,activated from IL
12/16/2019,Mavericks,,Luka Doncic,placed on IL with sprained right ankle
12/16/2019,Mavericks,Ryan Broekhoff,,activated from IL
12/16/2019,Rockets,Russell Westbrook,,activated from IL
12/16/2019,Thunder,Terrance Ferguson,,activated from IL
12/16/2019,Wizards,,Moritz Wagner / Moe Wagner,placed on IL with sprained left ankle
12/16/2019,Wizards,Isaiah Thomas,,activated from IL
12/17/2019,76ers,Joel Embiid,,activated from IL
12/17/2019,Clippers,,Terance Mann,placed on IL
12/17/2019,Clippers,Kawhi Leonard,,activated from IL
12/17/2019,Clippers,Patrick Beverley,,activated from IL
12/17/2019,Hawks,,Chandler Parsons,placed on IL with illness
12/17/2019,Hornets,,P.J. Washington,placed on IL with fractured finger
12/17/2019,Hornets,Marvin Williams,,activated from IL
12/17/2019,Jazz,,Nigel Williams-Goss,placed on IL
12/17/2019,Jazz,Mike Conley Jr.,,activated from IL
12/17/2019,Kings,De'Aaron Fox,,activated from IL
12/17/2019,Lakers,,Anthony Davis,placed on IL with sprained right ankle
12/17/2019,Suns,,Tyler Johnson,placed on IL with illness
12/17/2019,Suns,Deandre Ayton,,activated from IL
12/17/2019,Warriors,Eric Paschall,,activated from IL
12/17/2019,Pacers,JaKarr Sampson,,activated from IL
12/17/2019,Pacers,,Alize Johnson,placed on IL with illness
12/18/2019,Bulls,,Cristiano Felicio,placed on IL
12/18/2019,Celtics,,Gordon Hayward,placed on IL with sore left foot
12/18/2019,Celtics,,Vincent Poirier,placed on IL with fractured finger
12/18/2019,Hornets,Nicolas Batum,,activated from IL
12/18/2019,Nuggets,Paul Millsap,,activated from IL
12/18/2019,Nuggets,Vlatko Cancar,,activated from IL
12/18/2019,Wizards,,Rui Hachimura,placed on IL with groin injury
12/18/2019,Pacers,Alize Johnson,,activated from IL
12/19/2019,Hawks,Chandler Parsons,,activated from IL
12/19/2019,Jazz,,Mike Conley Jr.,placed on IL with left hamstring injury
12/19/2019,Lakers,Anthony Davis,,activated from IL
12/20/2019,Grizzlies,Grayson Allen,,activated from IL
12/20/2019,Heat,Goran Dragic,,activated from IL
12/20/2019,Kings,,Bogdan Bogdanovic,placed on IL with sore right ankle
12/20/2019,Knicks,Allonzo Trier,,activated from IL
12/20/2019,Pistons,,Blake Griffin,placed on IL with sore left knee
12/20/2019,Pistons,,Christian Wood,placed on IL with left knee injury
12/20/2019,Pistons,,Luke Kennard,placed on IL with knee injury
12/20/2019,Pistons,Sekou Doumbouya,,activated from IL
12/20/2019,Raptors,,Marc Gasol,placed on IL with strained left hamstring
12/20/2019,Raptors,,Norman Powell,placed on IL with left shoulder subluxation
12/20/2019,Raptors,,Pascal Siakam,placed on IL with groin injury
12/20/2019,Raptors,Fred VanVleet,,activated from IL
12/20/2019,Suns,,Deandre Ayton,placed on IL with sprained right ankle
12/20/2019,Suns,Tyler Johnson,,activated from IL
12/20/2019,Timberwolves,,Karl-Anthony Towns,placed on IL with sprained left knee
12/21/2019,Bucks,,Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised right thigh
12/21/2019,Grizzlies,,Jonas Valanciunas,placed on IL with sore right foot
12/21/2019,Hawks,,Evan Turner,placed on IL with strained right hamstring
12/21/2019,Pistons,Luke Kennard,,activated from IL
12/21/2019,Rockets,,David Nwaba,placed on IL with torn right Achilles tendon (out for season)
12/21/2019,Suns,,Ricky Rubio,placed on IL with illness
12/21/2019,Suns,Jalen Lecque,,activated from IL
12/22/2019,Bucks,Frank Mason,,activated from IL
12/22/2019,Bucks,Wesley Matthews / Wes Matthews Jr.,,activated from IL
12/22/2019,Clippers,,Patrick Beverley,placed on IL with right groin injury
12/22/2019,Clippers,JaMychal Green,,activated from IL
12/22/2019,Lakers,,LeBron James,placed on IL with strained thoracic muscle
12/22/2019,Lakers,Kyle Kuzma,,activated from IL
12/22/2019,Raptors,,Dewan Hernandez,placed on IL with sprained right ankle
12/22/2019,Thunder,,Danilo Gallinari,placed on IL with sore left ankle
12/23/2019,76ers,,Matisse Thybulle,placed on IL with sprained right knee
12/23/2019,Bulls,Cristiano Felicio,,activated from IL
12/23/2019,Cavaliers,,Larry Nance Jr.,placed on IL with sore left knee
12/23/2019,Grizzlies,Jonas Valanciunas,,activated from IL
12/23/2019,Magic,,Michael Carter-Williams,placed on IL with sprained left shoulder
12/23/2019,Pacers,,Malcolm Brogdon,placed on IL with left hamstring injury
12/23/2019,Pistons,,Bruce Brown,placed on IL with calf injury
12/23/2019,Pistons,,Luke Kennard,placed on IL with knee tendinitis (out for season)
12/23/2019,Pistons,Blake Griffin,,activated from IL
12/23/2019,Pistons,Christian Wood,,activated from IL
12/23/2019,Raptors,Stanley Johnson,,activated from IL
12/23/2019,Rockets,,Thabo Sefolosha,placed on IL with illness
12/23/2019,Suns,,Jalen Lecque,placed on IL
12/23/2019,Suns,Ricky Rubio,,activated from IL
12/23/2019,Timberwolves,,Shabazz Napier,placed on IL with illness
12/23/2019,Warriors,,Glenn Robinson III,placed on IL with sprained right ankle
12/23/2019,Wizards,,Davis Bertans,placed on IL with strained right quadriceps
12/24/2019,Heat,Dion Waiters,,activated from IL
12/25/2019,Bucks,,Frank Mason,placed on IL with strained abdominal
12/25/2019,Celtics,Gordon Hayward,,activated from IL
12/25/2019,Clippers,Patrick Beverley,,activated from IL
12/25/2019,Lakers,LeBron James,,activated from IL
12/25/2019,Warriors,,Kevon Looney,placed on IL with abdominal injury
12/25/2019,Warriors,Glenn Robinson III,,activated from IL
12/26/2019,Jazz,Nigel Williams-Goss,,activated from IL
12/26/2019,Kings,Bogdan Bogdanovic,,activated from IL
12/26/2019,Knicks,,Dennis Smith Jr.,placed on IL with strained left oblique
12/26/2019,Mavericks,Luka Doncic,,activated from IL
12/26/2019,Pistons,,Sekou Doumbouya,placed on IL with illness
12/26/2019,Pistons,Bruce Brown,,activated from IL
12/26/2019,Timberwolves,Shabazz Napier,,activated from IL
12/26/2019,Wizards,Jordan McRae,,activated from IL
12/27/2019,Bucks,,Giannis Antetokounmpo,placed on IL with sore back
12/27/2019,Cavaliers,Larry Nance Jr.,,activated from IL
12/27/2019,Hawks,,Alex Len,placed on IL with sprained left ankle
12/27/2019,Hawks,,Jabari Parker,placed on IL with right shoulder injury
12/27/2019,Hawks,Evan Turner,,activated from IL
12/27/2019,Hornets,P.J. Washington,,activated from IL
12/27/2019,Magic,,Mohamed Bamba / Mo Bamba,placed on IL with sprained right ankle
12/27/2019,Warriors,,Eric Paschall,placed on IL with bruised right hip
12/27/2019,Warriors,,Jordan Poole,placed on IL
12/28/2019,Bulls,,Cristiano Felicio,placed on IL with illness
12/28/2019,Bulls,Adam Mokoka,,activated from IL
12/28/2019,Cavaliers,,Kevin Love,placed on IL with bruised right hip
12/28/2019,Celtics,Marcus Smart,,activated from IL
12/28/2019,Clippers,,Montrezl Harrell,placed on IL with illness
12/28/2019,Hawks,,Trae Young,placed on IL with sprained right ankle
12/28/2019,Hawks,Alex Len,,activated from IL
12/28/2019,Jazz,,Nigel Williams-Goss,placed on IL
12/28/2019,Kings,,De'Aaron Fox,placed on IL with back spasms
12/28/2019,Kings,,Marvin Bagley III,placed on IL with left foot injury
12/28/2019,Knicks,Wayne Ellington,,activated from IL
12/28/2019,Nuggets,,Paul Millsap,placed on IL with bruised left knee
12/28/2019,Pistons,,Markieff Morris,placed on IL with sprained left foot
12/28/2019,Rockets,,Clint Capela,placed on IL with right heel injury
12/28/2019,Rockets,,Michael Frazier II,placed on IL
12/28/2019,Rockets,Thabo Sefolosha,,activated from IL
12/28/2019,Warriors,,Omari Spellman,placed on IL with illness
12/28/2019,Wizards,,Bradley Beal,placed on IL with right leg injury
12/29/2019,Grizzlies,,Jae Crowder,placed on IL with sore left ankle
12/29/2019,Kings,De'Aaron Fox,,activated from IL
12/29/2019,Rockets,Eric Gordon,,activated from IL
12/29/2019,Thunder,,Dennis Schröder,placed on IL with sore right ankle
12/29/2019,Thunder,,Russell Westbrook,placed on IL
12/30/2019,Bucks,,Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised right thigh
12/30/2019,Bucks,Eric Bledsoe,,activated from IL
12/30/2019,Bucks,Giannis Antetokounmpo,,activated from IL
12/30/2019,Cavaliers,Kevin Love,,activated from IL
12/30/2019,Clippers,Montrezl Harrell,,activated from IL
12/30/2019,Hawks,,Chandler Parsons,placed on IL
12/30/2019,Jazz,Nigel Williams-Goss,,activated from IL
12/30/2019,Magic,,Aaron Gordon,placed on IL with left Achilles injury
12/30/2019,Magic,Mohamed Bamba / Mo Bamba,,activated from IL
12/30/2019,Pacers,Malcolm Brogdon,,activated from IL
12/30/2019,Pistons,Sekou Doumbouya,,activated from IL
12/30/2019,Suns,Deandre Ayton,,activated from IL
12/30/2019,Timberwolves,,Andrew Wiggins,placed on IL with illness
12/30/2019,Warriors,Omari Spellman,,activated from IL
12/31/2019,76ers,,Joel Embiid,placed on IL with sore left knee
12/31/2019,Celtics,,Jaylen Brown,placed on IL with illness
12/31/2019,Clippers,,Patrick Beverley,placed on IL with sprained right wrist
12/31/2019,Mavericks,,Kristaps Porzingis,placed on IL with sore right knee
12/31/2019,Mavericks,,Ryan Broekhoff,placed on IL with fractured fibula in left leg
12/31/2019,Mavericks,,Tim Hardaway Jr.,placed on IL with strained left hamstring
12/31/2019,Nuggets,,Gary Harris,placed on IL with bruised left shin
12/31/2019,Nuggets,Paul Millsap,,activated from IL
12/31/2019,Rockets,Clint Capela,,activated from IL
12/31/2019,Rockets,Russell Westbrook,,activated from IL
12/31/2019,Thunder,Russell Westbrook,,activated from IL
12/31/2019,Thunder,Danilo Gallinari,,activated from IL
12/31/2019,Thunder,Dennis Schröder,,activated from IL
12/31/2019,Warriors,,Willie Cauley-Stein,placed on IL with illness
12/31/2019,Warriors,Eric Paschall,,activated from IL
1/1/2020,Blazers,,Skal Labissiere,placed on IL
1/1/2020,Knicks,Reggie Bullock,,activated from IL
1/1/2020,Suns,,Frank Kaminsky,placed on IL with sore right knee
1/1/2020,Wizards,Bradley Beal,,activated from IL
1/2/2020,76ers,Joel Embiid,,activated from IL
1/2/2020,Grizzlies,Jae Crowder,,activated from IL
1/2/2020,Hawks,Trae Young,,activated from IL
1/2/2020,Jazz,,Nigel Williams-Goss,placed on IL
1/2/2020,Nets,,Garrett Temple,placed on IL with bruised right knee
1/2/2020,Nuggets,,Vlatko Cancar,placed on IL
1/2/2020,Nuggets,Gary Harris,,activated from IL
1/2/2020,Pacers,,Edmond Sumner,placed on IL with sore right knee
1/2/2020,Pacers,,Malcolm Brogdon,placed on IL with sore lower back
1/2/2020,Timberwolves,,Treveon Graham,placed on IL with illness
1/3/2020,76ers,,James Ennis,placed on IL with illness
1/3/2020,Celtics,,Kemba Walker,placed on IL with illness
1/3/2020,Celtics,Jaylen Brown,,activated from IL
1/3/2020,Hawks,,Evan Turner,placed on IL
1/3/2020,Hawks,Jabari Parker,,activated from IL
1/3/2020,Lakers,,Alex Caruso,placed on IL with right calf injury
1/3/2020,Magic,,Jonathan Isaac,placed on IL with left knee injury
1/3/2020,Magic,Aaron Gordon,,activated from IL
1/3/2020,Wizards,Thomas Bryant,,activated from IL
1/3/2020,Bulls,Chandler Hutchison,,activated from IL
1/3/2020,Bulls,Cristiano Felicio,,activated from IL
1/3/2020,Nets,David Nwaba,,activated from IL
1/4/2020,Bucks,Wesley Matthews / Wes Matthews Jr.,,activated from IL
1/4/2020,Bulls,,Adam Mokoka,placed on IL
1/4/2020,Cavaliers,,Larry Nance Jr.,placed on IL with sore left knee
1/4/2020,Clippers,,Paul George,placed on IL with left hamstring injury
1/4/2020,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sprained right wrist
1/4/2020,Hawks,,Jabari Parker,placed on IL with throat injury
1/4/2020,Hawks,,John Collins (Martin),placed on IL with back injury
1/4/2020,Hawks,Chandler Parsons,,activated from IL
1/4/2020,Hawks,Evan Turner,,activated from IL
1/4/2020,Kings,,Bogdan Bogdanovic,placed on IL with sore right ankle
1/4/2020,Nets,Caris LeVert,,activated from IL
1/4/2020,Nets,Garrett Temple,,activated from IL
1/4/2020,Nuggets,Vlatko Cancar,,activated from IL
1/4/2020,Pacers,Edmond Sumner,,activated from IL
1/4/2020,Spurs,,Dejounte Murray,placed on IL for personal reasons
1/4/2020,Warriors,,D'Angelo Russell,placed on IL with right shoulder injury
1/4/2020,Warriors,Jordan Poole,,activated from IL
1/4/2020,Warriors,Willie Cauley-Stein,,activated from IL
1/4/2020,Wizards,,Bradley Beal,placed on IL with right leg injury
1/4/2020,Wizards,,Thomas Bryant,placed on IL
1/5/2020,Cavaliers,,Tristan Thompson,placed on IL with illness
1/5/2020,Clippers,,Kawhi Leonard,placed on IL
1/5/2020,Clippers,Patrick Beverley,,activated from IL
1/5/2020,Clippers,Paul George,,activated from IL
1/5/2020,Clippers,Terance Mann,,activated from IL
1/5/2020,Lakers,Alex Caruso,,activated from IL
1/5/2020,Timberwolves,Andrew Wiggins,,activated from IL
1/5/2020,Timberwolves,Treveon Graham,,activated from IL
1/6/2020,76ers,James Ennis,,activated from IL
1/6/2020,Bucks,,Pat Connaughton,placed on IL with bruised right thigh
1/6/2020,Celtics,,Romeo Langford,placed on IL with illness
1/6/2020,Hawks,,Chandler Parsons,placed on IL
1/6/2020,Hawks,,Evan Turner,placed on IL
1/6/2020,Hawks,Cameron Reddish / Cam Reddish,,activated from IL
1/6/2020,Hawks,John Collins (Martin),,activated from IL
1/6/2020,Hornets,,Marvin Williams,placed on IL with fractured nose
1/6/2020,Hornets,,Michael Kidd-Gilchrist,placed on IL with illness
1/6/2020,Mavericks,Tim Hardaway Jr.,,activated from IL
1/6/2020,Nets,Nicolas Claxton,,activated from IL
1/6/2020,Nuggets,,Vlatko Cancar,placed on IL
1/6/2020,Thunder,,Nerlens Noel,placed on IL with sprained left ankle
1/6/2020,Warriors,,Draymond Green,placed on IL with sprained right ankle
1/7/2020,Cavaliers,,Dante Exum,placed on IL with illness
1/7/2020,Cavaliers,,Kevin Porter Jr.,placed on IL with sprained left knee
1/7/2020,Cavaliers,Tristan Thompson,,activated from IL
1/7/2020,Hawks,,Jabari Parker,placed on IL with right shoulder injury
1/7/2020,Kings,,Richaun Holmes,placed on IL with sprained right shoulder
1/7/2020,Knicks,,Marcus Morris,placed on IL with sore neck
1/7/2020,Thunder,,Danilo Gallinari,placed on IL with right calf injury
1/7/2020,Warriors,Draymond Green,,activated from IL
1/7/2020,Raptors,Matt Thomas,,activated from IL
1/8/2020,Blazers,,Skal Labissiere,placed on IL with left knee injury
1/8/2020,Bucks,,George Hill,placed on IL with illness
1/8/2020,Bucks,Pat Connaughton,,activated from IL
1/8/2020,Bulls,,Wendell Carter Jr.,placed on IL with high right ankle sprain
1/8/2020,Celtics,Kemba Walker,,activated from IL
1/8/2020,Hawks,,Bruno Fernando,placed on IL with strained left calf
1/8/2020,Heat,Justise Winslow,,activated from IL
1/8/2020,Hornets,Michael Kidd-Gilchrist,,activated from IL
1/8/2020,Jazz,Nigel Williams-Goss,,activated from IL
1/8/2020,Nuggets,,Paul Millsap,placed on IL with bruised left knee
1/8/2020,Nuggets,Vlatko Cancar,,activated from IL
1/8/2020,Rockets,,Russell Westbrook,placed on IL
1/8/2020,Wizards,,Garrison Mathews,placed on IL with sprained right ankle
1/8/2020,Heat,,Gabe Vincent,placed on IL
